hgnc_symbol,treatment,pathogen,timepoint_comparison,status_original,rank_mouse,rank_human,sign_mouse,sign_concordant,mean_log2fc_mouse,mean_log2fc_human,pred_shared,pred_rank,pred_direction
YEATS2,Infection,E. coli,24h-12h,Not LEG,5.830903790087463,64.54810495626823,-1,TRUE,-0.03081659524853375,-0.8255590165265683,NA,30.65233586377,0.9292666666666672
YIPF1,Infection,E. coli,24h-12h,Not LEG,47.17201166180758,84.43148688046648,1,TRUE,0.21012706192573027,1.0566103702622174,NA,61.302845414443716,0.6019357142857146
YLPM1,Infection,E. coli,24h-12h,Not LEG,77.20116618075802,96.73469387755102,-1,TRUE,-0.3850907939974242,-2.240073820213162,NA,50.899180142519555,0.954266666666667
YTHDC1,Infection,E. coli,24h-12h,Not LEG,70.08746355685132,48.68804664723032,-1,TRUE,-0.3950001544815489,-0.6792375679674552,NA,49.16786216964215,0.5895666666666667
ZBTB24,Infection,E. coli,24h-12h,Not LEG,27.696793002915456,16.676384839650147,-1,TRUE,-0.11248838212057333,-0.5506830368809691,NA,49.43984318741966,0.9843666666666667
ZBTB25,Infection,E. coli,24h-12h,Not LEG,55.39358600583091,61.92419825072887,-1,TRUE,-0.3044543275306797,-0.8389028667333639,NA,77.04595296142386,0.9738666666666668
ZBTB40,Infection,E. coli,24h-12h,Not LEG,38.95043731778426,77.25947521865889,-1,TRUE,-0.18005393445894313,-0.8929720180238638,NA,58.40641992613377,0.954066666666667
ZC3H12A,Infection,E. coli,24h-12h,Not LEG,75.56851311953353,11.895043731778426,1,TRUE,0.4044061477763172,0.5312436875941435,NA,45.217880245334776,0.8497476190476192
ZC3H13,Infection,E. coli,24h-12h,Not LEG,24.548104956268222,23.206997084548107,-1,TRUE,-0.119834735518908,-0.6099004102889863,NA,40.769336784963926,0.8208999999999997
ZC3H15,Infection,E. coli,24h-12h,Not LEG,66.1807580174927,55.68513119533528,1,TRUE,0.4298100549885415,0.7825831571814535,NA,42.02831768917525,0.4953999999999999
ZC3H4,Infection,E. coli,24h-12h,Not LEG,76.15160349854227,76.50145772594752,-1,TRUE,-0.4228492873165255,-0.952708062089072,NA,32.575949297015185,0.8619285714285713
ZCCHC8,Infection,E. coli,24h-12h,Not LEG,35.04373177842566,12.303206997084548,-1,TRUE,-0.14450088544126505,-0.5414519255014154,NA,41.59403663673823,0.7618238095238093
ZDHHC3,Infection,E. coli,24h-12h,Not LEG,12.769679300291545,56.734693877551024,1,TRUE,0.05789965761905602,0.8810041180017947,NA,39.48998830067733,0.9728000000000001
ZFP36L2,Infection,E. coli,24h-12h,Not LEG,69.50437317784257,97.20116618075801,-1,TRUE,-0.45654166926909845,-1.793153152356764,NA,61.18937906447132,0.8443476190476195
ZHX2,Infection,E. coli,24h-12h,Not LEG,49.795918367346935,59.12536443148688,-1,TRUE,-0.2596723693530114,-0.7918403407377339,NA,47.44747090830948,0.7559111111111106
ZMAT5,Infection,E. coli,24h-12h,Not LEG,4.78134110787172,0.3498542274052478,-1,FALSE,-0.023140488186967012,0.39220313628856596,NA,35.51238266244825,0.08136666666666667
ZMIZ1,Infection,E. coli,24h-12h,Not LEG,50.029154518950435,92.4198250728863,1,FALSE,0.283110147811918,-1.3744418205195374,NA,37.47625653850571,0.7057338489467525
ZMIZ2,Infection,E. coli,24h-12h,Not LEG,51.66180758017492,63.2069970845481,-1,TRUE,-0.20548260331165924,-0.8019667136676366,NA,57.41886594764508,0.8580714285714286
ZMPSTE24,Infection,E. coli,24h-12h,Not LEG,41.457725947521865,19.067055393586006,-1,FALSE,-0.17228554176154987,0.6795388590587836,NA,41.89491215456496,0.7383333333333334
ZMYM3,Infection,E. coli,24h-12h,Not LEG,36.559766763848394,53.23615160349854,1,FALSE,0.15178724900206308,-0.772945606760005,NA,40.62596294094347,0.3104
ZNHIT1,Infection,E. coli,24h-12h,Not LEG,96.85131195335276,41.51603498542274,1,TRUE,0.9741735792290669,0.649195075799081,NA,52.05357123330458,0.9300333333333334
ZNHIT6,Infection,E. coli,24h-12h,Not LEG,44.25655976676385,94.40233236151605,1,FALSE,0.22439747927474585,-1.597116067034119,NA,80.5582476486424,0.7617000000000002
ZZEF1,Infection,E. coli,24h-12h,Not LEG,51.48688046647231,33.64431486880466,-1,TRUE,-0.21432637769054175,-0.61061945454566,NA,45.11842775212605,0.7312222222222222
AAR2,Injury,Trauma,Day 7-Day 3,Not LEG,76.95287282117495,4.486765655261459,-1,TRUE,-0.9293901713625852,-0.5029745302854893,NA,48.8338706568421,0.5638
AASDH,Injury,Trauma,Day 7-Day 3,Not LEG,95.67462879276954,9.619109102646869,-1,TRUE,-1.3335968752580651,-0.6146437766901558,NA,58.62751053087611,0.779091452991453
AASDHPPT,Injury,Trauma,Day 7-Day 3,Not LEG,52.937378954163975,54.48676565526146,-1,TRUE,-0.5971736354991961,-0.8576600352728514,NA,46.860173157170145,0.7992000000000004
AATK,Injury,Trauma,Day 7-Day 3,Not LEG,77.01743060038734,54.260813428018075,1,TRUE,1.4691954465085066,0.8885837463450015,NA,42.553759792059466,0.5210666666666663
ABCA5,Injury,Trauma,Day 7-Day 3,Not LEG,36.12007746933506,76.3395739186572,-1,TRUE,-0.5932429630180147,-1.1777931031559619,NA,44.815568876238025,0.8552333333333335
ABCA7,Injury,Trauma,Day 7-Day 3,Not LEG,25.338928340865074,68.01162040025824,1,TRUE,0.24078355431864473,1.5505161732956507,NA,47.75255871484103,0.6001666666666666
ABCB6,Injury,Trauma,Day 7-Day 3,Not LEG,55.29373789541639,50.16139444803098,1,TRUE,0.787217685285464,0.807081545699289,NA,41.93575597412748,0.6565666666666666
ABCB7,Injury,Trauma,Day 7-Day 3,Not LEG,53.8734667527437,13.1375080697224,1,FALSE,0.5021700773346538,-0.5870161350268988,NA,49.12559150188481,0.5244380952380951
ABCC1,Injury,Trauma,Day 7-Day 3,Not LEG,73.04712717882505,19.657843770174306,-1,TRUE,-0.7732186448684342,-0.6350622952365352,NA,47.58870615060225,0.9584666666666668
ABCC2,Injury,Trauma,Day 7-Day 3,Not LEG,84.2479018721756,16.52679147837314,-1,FALSE,-1.7065297621713693,0.5927972239199577,NA,48.41081683232013,0.7176463203463201
ABCE1,Injury,Trauma,Day 7-Day 3,Not LEG,75.56488056810846,80.05164622336991,-1,TRUE,-0.6444726485840118,-1.3889191962971745,NA,54.24178449253006,0.8220183150183156
ABHD10,Injury,Trauma,Day 7-Day 3,Not LEG,21.755971594577147,71.30406714009038,-1,TRUE,-0.23663150290123092,-1.1183224207151201,NA,47.27827654801846,0.5730190476190475
ABHD16A,Injury,Trauma,Day 7-Day 3,Not LEG,14.267269205939314,57.10135571336345,-1,FALSE,-0.14774995874305397,0.874242121070143,NA,54.22239564459365,0.7370333333333334
ABHD17B,Injury,Trauma,Day 7-Day 3,Not LEG,45.577792123950935,46.83666881859264,-1,TRUE,-0.3506665558187958,-0.7549368474900655,NA,33.02463490777422,0.8088647798742142
ABHD4,Injury,Trauma,Day 7-Day 3,Not LEG,75.98450613298903,28.340865074241446,1,TRUE,0.9786312317940293,0.6175802252390494,NA,55.25804241658741,0.6737000000000002
ABHD5,Injury,Trauma,Day 7-Day 3,Not LEG,97.86959328599096,40.67140090380891,1,TRUE,1.4748351620420763,0.9635240938901868,NA,55.36885310862468,0.6103666666666667
ABHD8,Injury,Trauma,Day 7-Day 3,Not LEG,56.97224015493867,24.88702388637831,-1,FALSE,-0.8262078387689398,0.6473640075530747,NA,44.38147476578042,0.7596043956043956
ABI1,Injury,Trauma,Day 7-Day 3,Not LEG,36.894770819883796,13.686249193027761,-1,FALSE,-0.32741887591066465,0.5739259271703245,NA,24.70380348635546,0.6550333333333336
ABTB1,Injury,Trauma,Day 7-Day 3,Not LEG,55.487411233053585,83.76371852808263,1,TRUE,0.5864762669942003,1.4334465451598728,NA,52.6695633643176,0.6196999999999999
ACAD11,Injury,Trauma,Day 7-Day 3,Not LEG,53.16333118140736,25.403486120077467,-1,TRUE,-0.7587162382796686,-0.6898578022826989,NA,46.46693019798271,0.8723666666666667
ACADM,Injury,Trauma,Day 7-Day 3,Not LEG,26.888315041962557,47.90187217559716,-1,TRUE,-0.2647379509357837,-0.9724848299325237,NA,39.19979446666279,0.7472000000000003
ACADSB,Injury,Trauma,Day 7-Day 3,Not LEG,97.67591994835378,95.54551323434474,1,FALSE,1.4748925723356408,-1.6864789213270308,NA,62.461189303414436,0.21027619047619056
ACADVL,Injury,Trauma,Day 7-Day 3,Not LEG,37.02388637830858,51.22659780503551,-1,FALSE,-0.3647085799692533,1.1107940975110688,NA,47.02001642069473,0.7455095238095238
ACBD3,Injury,Trauma,Day 7-Day 3,Not LEG,85.92640413169786,34.69980632666236,-1,TRUE,-0.8490604841422247,-0.6852144850057655,NA,57.45350025437516,0.7396000000000001
ACBD5,Injury,Trauma,Day 7-Day 3,Not LEG,82.50484183344093,51.452550032278886,1,FALSE,0.7328499925945131,-0.8387284707239777,NA,44.30226998915637,0.23033333333333336
ACKR3,Injury,Trauma,Day 7-Day 3,Not LEG,1.9690122659780502,95.77146546158812,-1,TRUE,-0.03166397286435796,-1.6966566339512101,NA,55.79649285080378,0.6608000000000002
ACOT13,Injury,Trauma,Day 7-Day 3,Not LEG,37.18528082633957,22.466107165913492,-1,FALSE,-0.3597913562147017,0.651649330880633,NA,57.64178845654149,0.14607222222222227
ACOT7,Injury,Trauma,Day 7-Day 3,Not LEG,50.32278889606198,11.749515816655908,1,TRUE,0.5523459012371834,0.5370573808819015,NA,47.75132922604315,0.5362666666666666
ACOT8,Injury,Trauma,Day 7-Day 3,Not LEG,11.684958037443511,58.812136862491926,1,TRUE,0.11633363219692683,0.9041475746565815,NA,34.73588354631032,0.8179721833721837
ACP6,Injury,Trauma,Day 7-Day 3,Not LEG,15.978050355067786,21.69141381536475,-1,FALSE,-0.24820640475564826,0.7328044621352325,NA,44.876635488619584,0.30353333333333327
ACTA2,Injury,Trauma,Day 7-Day 3,Not LEG,9.167204648160103,47.708198837959976,-1,FALSE,-0.14016914568174688,0.9459161144382766,NA,41.298972151548455,0.788313445378151
ACTB,Injury,Trauma,Day 7-Day 3,Not LEG,84.95803744351194,44.577146546158815,1,TRUE,0.6993186214182199,0.7356452494321122,NA,44.294910897487384,0.5576333333333332
ACTG1,Injury,Trauma,Day 7-Day 3,Not LEG,84.95803744351194,0.19367333763718528,1,TRUE,0.6993186214182199,0.3619611216762664,NA,40.1536257825634,0.7657666666666668
ACTL7B,Injury,Trauma,Day 7-Day 3,Not LEG,83.47320852162684,2.8728211749515817,1,TRUE,1.2563887233122149,0.45877214424295687,NA,49.133360813105114,0.5041888888888887
ACTR1A,Injury,Trauma,Day 7-Day 3,Not LEG,11.329890251775339,63.589412524209166,-1,FALSE,-0.09480845142519101,1.0317878042418624,NA,47.79698024839441,0.3403
ACVR2A,Injury,Trauma,Day 7-Day 3,Not LEG,43.673337637185284,39.15429309231763,-1,TRUE,-0.3774589979096419,-0.8093796758338914,NA,45.062105279308966,0.6963999999999999
ADA,Injury,Trauma,Day 7-Day 3,Not LEG,29.08327953518399,59.1994835377663,-1,TRUE,-0.4080651801734856,-1.1617094011262323,NA,68.79950959116326,0.6664666666666667
ADAM17,Injury,Trauma,Day 7-Day 3,Not LEG,72.3047127178825,21.626856036152358,-1,FALSE,-0.6139366173377319,0.6679525582642558,NA,59.48043237280339,0.7462
ADAM8,Injury,Trauma,Day 7-Day 3,Not LEG,53.001936733376375,61.94318915429309,1,TRUE,0.6636449227858421,1.0410984304861373,NA,45.93664021871368,0.8079222222222223
ADAP1,Injury,Trauma,Day 7-Day 3,Not LEG,18.237572627501613,38.379599741768885,-1,FALSE,-0.19485122244502762,0.7982233282509741,NA,41.53168621239391,0.757633333333333
ADAT2,Injury,Trauma,Day 7-Day 3,Not LEG,85.6036152356359,78.63137508069723,-1,TRUE,-1.8041382317420904,-1.1043994309016236,NA,47.21202319936343,0.6585981132075472
ADCY4,Injury,Trauma,Day 7-Day 3,Not LEG,33.182698515171076,4.6481601032924464,1,TRUE,0.6033512524049955,0.4818306350515451,NA,40.08622397446488,0.5248666666666667
ADCY7,Injury,Trauma,Day 7-Day 3,Not LEG,61.91091026468689,35.829567462879275,1,FALSE,0.4651051364536123,-0.749140116297391,NA,40.36567993543755,0.6224666666666666
ADD1,Injury,Trauma,Day 7-Day 3,Not LEG,74.72562943834731,17.075532601678503,1,TRUE,0.5467104528816922,0.6083963262558063,NA,48.28133401939501,0.5769666666666667
ADH5,Injury,Trauma,Day 7-Day 3,Not LEG,83.15041962556488,5.64880568108457,-1,TRUE,-0.7808781770249649,-0.5307904056385384,NA,43.520552457084726,0.7257000000000005
ADHFE1,Injury,Trauma,Day 7-Day 3,Not LEG,1.0329244673983213,22.304712717882506,-1,TRUE,-0.02008404851062373,-0.6620792948320173,NA,39.38076070875113,0.6866666666666668
ADIPOR1,Injury,Trauma,Day 7-Day 3,Not LEG,88.63783085861846,76.63008392511298,1,TRUE,1.055332440529801,1.0971172836169023,NA,41.67744343780579,0.7974666666666668
ADM,Injury,Trauma,Day 7-Day 3,Not LEG,3.4215622982569402,89.21885087153002,-1,FALSE,-0.04925617251495584,1.6760001801456434,NA,63.19867678704003,0.36533333333333323
ADNP,Injury,Trauma,Day 7-Day 3,Not LEG,86.44286636539704,34.2156229825694,-1,TRUE,-0.7345538691636495,-0.64589461606589,NA,49.777500628218114,0.8840000000000001
ADNP2,Injury,Trauma,Day 7-Day 3,Not LEG,78.30858618463526,63.750806972240156,-1,TRUE,-0.8351395098752743,-0.9385043685623957,NA,37.55303298801888,0.8959000000000003
ADO,Injury,Trauma,Day 7-Day 3,Not LEG,55.97159457714655,23.724983860555195,-1,TRUE,-0.6078430385664788,-0.713225759770967,NA,49.855511632111586,0.7749666666666666
ADORA2B,Injury,Trauma,Day 7-Day 3,Not LEG,6.45577792123951,65.42930923176242,-1,FALSE,-0.11420358443256085,1.0570755046467872,NA,57.80868285432382,0.7091000000000003
ADPRM,Injury,Trauma,Day 7-Day 3,Not LEG,44.673983214977405,85.11943189154293,-1,TRUE,-0.4209619547985426,-1.10370133750681,NA,26.77718928506966,0.6441333333333333
ADSL,Injury,Trauma,Day 7-Day 3,Not LEG,13.266623628147192,29.309231762427373,-1,TRUE,-0.1493758468111146,-0.6714511714765115,NA,47.617429418747534,0.8813809523809522
AEBP2,Injury,Trauma,Day 7-Day 3,Not LEG,62.29825693996126,72.49838605551969,-1,TRUE,-0.4648578323817958,-1.0529832766160454,NA,35.92762311122047,0.8812333333333334
AGER,Injury,Trauma,Day 7-Day 3,Not LEG,23.628147191736602,55.32601678502259,-1,FALSE,-0.3574657102028116,1.1353648896440625,NA,48.111429564197145,0.6675410256410256
AGK,Injury,Trauma,Day 7-Day 3,Not LEG,45.319561007101356,40.89735313105229,-1,TRUE,-0.5513305249241087,-0.7561930915174058,NA,34.9027372172143,0.8267761904761904
AGPAT1,Injury,Trauma,Day 7-Day 3,Not LEG,17.52743705616527,66.20400258231118,-1,FALSE,-0.20302354267483214,1.031899312262341,NA,32.112981836815045,0.3481666666666668
AGPAT2,Injury,Trauma,Day 7-Day 3,Not LEG,49.70948999354422,77.5984506132989,-1,FALSE,-0.6743801491337118,1.2478684306736367,NA,40.29545274151727,0.6029333333333331
AGPAT5,Injury,Trauma,Day 7-Day 3,Not LEG,18.624919302775986,88.37959974176889,-1,TRUE,-0.19153336553481815,-1.6035564342778788,NA,46.33781079973846,0.6926666666666667
AGTRAP,Injury,Trauma,Day 7-Day 3,Not LEG,65.26791478373144,91.93027759845062,1,TRUE,0.7387899634997552,1.5877672642457732,NA,45.58696003993737,0.769004761904762
AHCYL1,Injury,Trauma,Day 7-Day 3,Not LEG,47.256294383473204,11.814073595868301,-1,TRUE,-0.4066368602573647,-0.4950941383035632,NA,41.81095529874351,0.7015
AHCYL2,Injury,Trauma,Day 7-Day 3,Not LEG,36.44286636539703,32.50484183344093,-1,TRUE,-0.34415261237795924,-0.6257115641653792,NA,45.68908447868067,0.7768999999999999
AHI1,Injury,Trauma,Day 7-Day 3,Not LEG,94.09296320206585,71.04583602324081,1,FALSE,1.1576803798777977,-0.9640259792583659,NA,46.986539591417134,0.22461904761904772
AIM2,Injury,Trauma,Day 7-Day 3,Not LEG,90.60684312459651,71.59457714654616,-1,FALSE,-1.1025490317609243,1.5075864148938267,NA,60.12706833762512,0.4871774837735363
AIP,Injury,Trauma,Day 7-Day 3,Not LEG,98.16010329244675,15.106520335700452,1,TRUE,1.1901143168747783,0.6604177624843928,NA,49.60350882747933,0.5334333333333335
AK5,Injury,Trauma,Day 7-Day 3,Not LEG,2.905100064557779,59.2317624273725,-1,TRUE,-0.040358830788052025,-0.9138635266701858,NA,52.148222290484036,0.8750333333333336
AKAP1,Injury,Trauma,Day 7-Day 3,Not LEG,83.79599741768882,63.1375080697224,-1,TRUE,-1.6489764987757622,-0.9505741240648993,NA,51.658449968507384,0.47256666666666686
AKAP11,Injury,Trauma,Day 7-Day 3,Not LEG,94.41575209812783,90.21949644932215,-1,TRUE,-1.1637936665031265,-1.713094133143962,NA,52.06254167747215,0.8940666666666666
AKAP13,Injury,Trauma,Day 7-Day 3,Not LEG,15.332472562943837,7.811491284699806,-1,FALSE,-0.09796892063406482,0.533414105828161,NA,44.24134853090762,0.7202666666666665
AKAP8L,Injury,Trauma,Day 7-Day 3,Not LEG,59.07036797934151,70.07746933505487,-1,FALSE,-0.6440899370430042,1.530417061485597,NA,24.662169289977545,0.8388666666666668
AKAP9,Injury,Trauma,Day 7-Day 3,Not LEG,76.75919948353777,69.5932859909619,-1,TRUE,-0.7450510368031047,-0.9204169899716348,NA,38.6054632541994,0.8151857142857143
AKIRIN2,Injury,Trauma,Day 7-Day 3,Not LEG,65.97805035506778,83.92511297611362,-1,FALSE,-0.6284352826438582,1.0702034877032949,NA,57.604516439853825,0.2998666666666666
AKT3,Injury,Trauma,Day 7-Day 3,Not LEG,21.949644932214333,90.7359586830213,1,FALSE,0.1926874468360804,-1.5039233720949148,NA,36.18934768227447,0.32682857142857136
ALAS1,Injury,Trauma,Day 7-Day 3,Not LEG,41.768883150419626,41.96255648805681,1,TRUE,0.5447603656615172,0.8039136814707191,NA,47.6086490571483,0.5828666666666665
ALAS2,Injury,Trauma,Day 7-Day 3,Not LEG,87.02388637830859,99.70948999354422,1,TRUE,0.9235891453715759,4.583362838298754,NA,44.615649884838874,0.5298333333333333
ALDH3B1,Injury,Trauma,Day 7-Day 3,Not LEG,0.8392511297611362,52.00129115558425,1,TRUE,0.010379048975636351,0.88633724254005,NA,36.924075732375854,0.5660666666666666
ALDH4A1,Injury,Trauma,Day 7-Day 3,Not LEG,19.7224015493867,5.939315687540349,1,TRUE,0.27893161002903444,0.44444918880296136,NA,41.03168458459061,0.6261666666666666
ALG11,Injury,Trauma,Day 7-Day 3,Not LEG,42.54357650096836,55.97159457714655,-1,TRUE,-0.4516413170120135,-0.9214003695430244,NA,41.30539073626581,0.8004619047619047
ALG12,Injury,Trauma,Day 7-Day 3,Not LEG,34.828921885087155,2.646868947708199,-1,FALSE,-0.4513140828819422,0.4937619543947922,NA,46.23432627848254,0.7058476190476195
ALG8,Injury,Trauma,Day 7-Day 3,Not LEG,10.264686894770819,35.248547449967724,-1,TRUE,-0.1391670215635905,-0.8295486590062233,NA,39.68123400796207,0.7048666666666668
ALKBH1,Injury,Trauma,Day 7-Day 3,Not LEG,70.9489993544222,2.259522272433828,-1,TRUE,-0.7848894869061382,-0.5006362750805202,NA,48.03396566560797,0.8683666666666671
ALKBH3,Injury,Trauma,Day 7-Day 3,Not LEG,39.4448030987734,27.34021949644932,-1,TRUE,-0.4071002809984403,-0.6634197057947797,NA,32.01949493940409,0.8962333333333334
ALKBH7,Injury,Trauma,Day 7-Day 3,Not LEG,70.56165267914784,61.00710135571337,-1,FALSE,-0.8136329157022617,1.6885215910093287,NA,51.47033965557476,0.5745428571428572
ALOX5,Injury,Trauma,Day 7-Day 3,Not LEG,24.693350548741122,4.712717882504842,1,TRUE,0.2871497289555176,0.495720943676317,NA,57.22155200352024,0.8843796092796095
ALOX5AP,Injury,Trauma,Day 7-Day 3,Not LEG,74.7901872175597,94.15752098127824,1,TRUE,0.6961305940917235,1.759399481823487,NA,57.79226674634788,0.9309
ALPK1,Injury,Trauma,Day 7-Day 3,Not LEG,27.5984506132989,18.4312459651388,1,TRUE,0.5859548929893457,0.7340282567052894,NA,42.90780629347621,0.7466666666666664
AMDHD2,Injury,Trauma,Day 7-Day 3,Not LEG,67.10781149128469,76.11362169141381,1,TRUE,0.5996352616833143,1.2076317612157892,NA,54.72196436820498,0.8113333333333334
AMIGO1,Injury,Trauma,Day 7-Day 3,Not LEG,21.400903808908975,35.4744996772111,-1,TRUE,-0.2490977161059149,-0.7897500625741647,NA,40.15425298839367,0.8890333333333336
AMIGO2,Injury,Trauma,Day 7-Day 3,Not LEG,78.11491284699807,95.70690768237573,-1,TRUE,-1.0591460295830792,-1.970982610755565,NA,73.8860156833491,0.9158000000000002
AMMECR1,Injury,Trauma,Day 7-Day 3,Not LEG,34.2156229825694,86.63653970303422,1,FALSE,0.6163559913741858,-1.4260497159873005,NA,52.20863682551911,0.7508666666666667
AMMECR1L,Injury,Trauma,Day 7-Day 3,Not LEG,46.158812136862494,37.79857972885733,-1,TRUE,-0.385577485277004,-0.7401266455236541,NA,36.965491484899005,0.7934666666666668
AMPD3,Injury,Trauma,Day 7-Day 3,Not LEG,7.6823757262750165,14.234990316333118,-1,FALSE,-0.09530605194864705,0.7011432615605271,NA,44.29460922064166,0.7610333333333333
ANAPC10,Injury,Trauma,Day 7-Day 3,Not LEG,82.27888960619755,32.859909619109104,-1,TRUE,-1.10173090831975,-0.8663422287963507,NA,41.08842361724089,0.6393603030955974
ANAPC15,Injury,Trauma,Day 7-Day 3,Not LEG,22.336991607488702,17.430600387346676,1,TRUE,0.21740446817442383,0.6294180656166581,NA,15.223069029854466,0.38921904761904774
ANAPC16,Injury,Trauma,Day 7-Day 3,Not LEG,12.040025823111684,40.058102001291154,1,FALSE,0.1336748070178242,-0.6249219030709261,NA,39.4917719131971,0.6093852833157182
ANAPC4,Injury,Trauma,Day 7-Day 3,Not LEG,71.91736604260814,50.29051000645578,-1,TRUE,-0.6095455372887155,-0.7558454641962129,NA,39.25357549905687,0.9038999999999998
ANGEL2,Injury,Trauma,Day 7-Day 3,Not LEG,26.597805035506777,88.70238863783085,-1,TRUE,-0.19719008680887207,-1.2694425853526123,NA,54.568781492042106,0.8847000000000002
ANK1,Injury,Trauma,Day 7-Day 3,Not LEG,95.61007101355713,45.28728211749516,1,TRUE,2.069901363859609,0.8777967777953672,NA,65.42197914298598,0.5638666666666665
ANKHD1,Injury,Trauma,Day 7-Day 3,Not LEG,51.549386701097475,47.93415106520336,-1,TRUE,-0.4923124812266284,-0.6776454618226477,NA,36.57848050879909,0.9664999999999999
ANKIB1,Injury,Trauma,Day 7-Day 3,Not LEG,1.7107811491284701,70.62621045836023,-1,TRUE,-0.012704605693063087,-0.9925348703699921,NA,51.88118765282796,0.794097619047619
ANKMY2,Injury,Trauma,Day 7-Day 3,Not LEG,78.72821174951582,73.17624273724984,-1,TRUE,-0.7343937734711545,-1.1155504845797624,NA,58.695228306675425,0.9419333333333335
ANKRA2,Injury,Trauma,Day 7-Day 3,Not LEG,6.003873466752744,55.229180116204,1,FALSE,0.09122550796657958,-0.8496599513239111,NA,44.29131593839299,0.5227333333333334
ANKRD13C,Injury,Trauma,Day 7-Day 3,Not LEG,34.73208521626856,90.28405422853454,1,FALSE,0.26047483398387605,-1.5851893456683785,NA,41.8975683558479,0.5899761904761904
ANKRD22,Injury,Trauma,Day 7-Day 3,Not LEG,83.11814073595868,93.86701097482246,1,TRUE,1.4930892431144462,2.3419922291155486,NA,60.399445837006006,0.7585666666666667
ANKRD40,Injury,Trauma,Day 7-Day 3,Not LEG,70.33570045190446,23.918657198192385,-1,TRUE,-0.6329117429750717,-0.6803808178973711,NA,44.43958280029535,0.7681761904761903
ANKRD44,Injury,Trauma,Day 7-Day 3,Not LEG,52.22724338282762,15.332472562943837,-1,TRUE,-0.4111433054850302,-0.5902238309389389,NA,39.9912825697164,0.8599238095238099
ANKRD46,Injury,Trauma,Day 7-Day 3,Not LEG,80.89089735313105,72.17559715945771,-1,TRUE,-0.76523918414604,-0.9715263625033548,NA,47.31539005632163,0.7012999999999999
ANO10,Injury,Trauma,Day 7-Day 3,Not LEG,82.7953518398967,76.85603615235635,1,TRUE,1.4427422876412797,1.1737019891818896,NA,53.09333735022677,0.9614000000000004
ANTXR2,Injury,Trauma,Day 7-Day 3,Not LEG,4.325371207230471,4.325371207230471,1,TRUE,0.04371096874071689,0.5305382144869517,NA,44.59169257564817,0.8044000000000001
ANXA1,Injury,Trauma,Day 7-Day 3,Not LEG,51.936733376371855,30.92317624273725,1,TRUE,0.6056918012170112,0.7868081622280476,NA,74.26166623324373,0.9972222222222221
ANXA11,Injury,Trauma,Day 7-Day 3,Not LEG,4.938670109748225,5.7456423499031635,1,TRUE,0.05637328827959465,0.45012195121085963,NA,36.07852365725836,0.7686666666666667
AP1AR,Injury,Trauma,Day 7-Day 3,Not LEG,80.1807617817947,83.11814073595868,-1,TRUE,-0.7383740193910775,-1.3390299375066124,NA,52.88626876202092,0.7291904761904766
AP1B1,Injury,Trauma,Day 7-Day 3,Not LEG,35.087153001936734,17.88250484183344,1,TRUE,0.3103504322942445,0.6041242011232244,NA,44.35053299835589,0.6233333333333333
AP1M1,Injury,Trauma,Day 7-Day 3,Not LEG,3.324725629438347,32.763072950290514,-1,FALSE,-0.02767098171759308,0.8841678150965135,NA,46.14220675751915,0.6901761904761903
AP1M2,Injury,Trauma,Day 7-Day 3,Not LEG,33.15041962556488,12.556488056810847,-1,FALSE,-0.5835726149675793,0.5250394402595226,NA,40.00006123398607,0.7235000000000001
AP1S2,Injury,Trauma,Day 7-Day 3,Not LEG,15.429309231762428,40.12265978050355,-1,TRUE,-0.14542169957923257,-0.8342065940233168,NA,54.268535540669966,0.6213274509803921
AP2A1,Injury,Trauma,Day 7-Day 3,Not LEG,19.786959328599096,9.941897998708844,-1,FALSE,-0.20360863597916,0.5826350359385315,NA,40.56177749642006,0.6986
AP2S1,Injury,Trauma,Day 7-Day 3,Not LEG,58.84441575209812,56.87540348612008,1,TRUE,0.5147373150040089,1.0906100866979074,NA,40.82226062637943,0.6723424242424244
AP3M2,Injury,Trauma,Day 7-Day 3,Not LEG,92.1885087153002,78.34086507424145,-1,TRUE,-0.9288829793708295,-1.1463208867314583,NA,55.47196664189302,0.9533666666666666
AP3S2,Injury,Trauma,Day 7-Day 3,Not LEG,67.36604260813428,43.673337637185284,-1,FALSE,-0.9222670355931264,0.8577544837037703,NA,41.029886655552914,0.3895
AP4S1,Injury,Trauma,Day 7-Day 3,Not LEG,12.298256939961265,59.65138799225307,-1,TRUE,-0.13467351340189104,-0.9103352813847052,NA,40.261605120186,0.7218
AP5B1,Injury,Trauma,Day 7-Day 3,Not LEG,44.96449322143318,97.41768883150421,1,TRUE,0.601680115919141,2.185611818326585,NA,68.47159866775836,0.4747666666666665
APBB1IP,Injury,Trauma,Day 7-Day 3,Not LEG,8.586184635248548,21.949644932214333,1,TRUE,0.09814141626774742,0.6189518238140082,NA,50.158617118649495,0.8277333333333333
APEX1,Injury,Trauma,Day 7-Day 3,Not LEG,43.83473208521627,29.696578437701742,-1,TRUE,-0.43303894034437285,-0.8399957292986375,NA,40.98863994549995,0.8904269841269841
API5,Injury,Trauma,Day 7-Day 3,Not LEG,18.52808263395739,65.26791478373144,-1,TRUE,-0.11842351389238459,-0.9964868438630572,NA,40.682005675307046,0.7215476190476191
